,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PRGMOFR,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,SATVR25,SATMT25,SATWR25,ACTCM25,ACTEN25,ACTMT25,ACTWR25,SATVR75,SATMT75,SATWR75,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ADM_RATE,ADM_RATE_ALL,SAT_AVG,SAT_AVG_ALL,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,PCTFLOAN,FTFTPCTFLOAN_POOLED_SUPP,LOAN_EVER,C150_4,C150_4_POOLED,DEP_COMP_ORIG_YR6_RT,WDRAW_ORIG_YR2_RT,COSTT4_A,COSTT4_P,NPT41_OTHER,NPT41_PRIV,NPT41_PROG,NPT41_PUB,NPT4_048_OTHER,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_PUB,NPT45_OTHER,NPT45_PRIV,NPT45_PROG,NPT45_PUB,NPT42_OTHER,NPT42_PRIV,NPT42_PROG,NPT42_PUB,NPT4_3075_OTHER,NPT4_3075_PRIV,NPT4_3075_PROG,NPT4_3075_PUB,NPT43_OTHER,NPT43_PRIV,NPT43_PROG,NPT43_PUB,NPT4_75UP_OTHER,NPT4_75UP_PRIV,NPT4_75UP_PROG,NPT4_75UP_PUB,NPT44_OTHER,NPT44_PRIV,NPT44_PROG,NPT44_PUB,NPT4_PROG,NPT4_OTHER,NPT4_PRIV,NPT4_PUB,TUITIONFEE_IN,NUM4_OTHER,NUM4_PRIV,NUM4_PROG,NUM4_PUB,NUM41_OTHER,NUM41_PRIV,NUM41_PROG,NUM41_PUB,NUM45_OTHER,NUM45_PRIV,NUM45_PROG,NUM45_PUB,NUM42_OTHER,NUM42_PRIV,NUM42_PROG,NUM42_PUB,NUM43_OTHER,NUM43_PRIV,NUM43_PROG,NUM43_PUB,NUM44_OTHER,NUM44_PRIV,NUM44_PROG,NUM44_PUB,TUITIONFEE_OUT,TUITIONFEE_PROG,CIPTFBSANNUAL1,CIPTFBS1,CIPTFBSANNUAL2,CIPTFBS2,CIPTFBSANNUAL3,CIPTFBS3,CIPTFBSANNUAL4,CIPTFBS4,CIPTFBSANNUAL5,CIPTFBS5,CIPTFBSANNUAL6,CIPTFBS6,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,AVGFACSAL,CCBASIC,CCSIZSET,CCUGPROF,CONTROL,SCHTYPE,LOCALE2,ST_FIPS,CURROPER,DISTANCEONLY,MAIN,MENONLY,WOMENONLY,INEXPFTE,ICLEVEL,LOCALE,TUITFTE,NUMBRANCH,SCH_DEG,PREDDEG,PFTFAC,REGION,INC_PCT_H2,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,AGE_ENTRY,FAMINC_IND,FAMINC,FSEND_COUNT,AGE_ENTRY_SQ,LNFAMINC,LNFAMINC_IND,UG,UGDS,LN_MEDIAN_HH_INC,MD_FAMINC,MEDIAN_HH_INC,SCUGFFN_POOLED,AGEGE24,PCT_GRAD_PROF,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCT_BORN_US,PCT_BA,UG25ABV,POVERTY_RATE,DEPENDENT,FEMALE,FIRST_GEN,MARRIED
35,0,0,0,1,2,1,0,1,0,1,0,0,1,1,0,1,1,0,0,2,0,1,0,0,1,0,1,0,2,0,0,2,0,0,1,1,0,1,,0.0,0.0,0.0,0.037000000000000005,0.1751,0.0202,0.0,0.0034,0.0,0.1077,0.0,0.0,0.0067,0.0168,0.0,0.1178,0.0135,0.0,0.0,0.10099999999999999,0.0,0.0303,0.0,0.0,0.0404,0.0,0.0505,0.0,0.0673,0.0,0.0,0.0808,0.0,0.0,0.0168,0.0707,0.0,0.0438,450,440,,18,17,16,,540,547,,25,25,23,,0.4704,0.4704,1094,1094,495,494,,22,21,20,,0.6473,0.6505,0.9259259259,0.5044,0.4747,0.297872340426,0.252955082742,35463,,,12074,,,,12692,,,,19318,,,,14016,,,,14618,,,,15130,,,,17710,,,,16856,,,,,14611,,23230,,170,,,,60,,,,17,,,,28,,,,33,,,,32,,,23230,,,,,,,,,,,,,,32700,36300,37300,40100,38700,4863,22,11,13,2,2,,1,1,0,1,0,0,7228,1,41,10177,1,3,3,1.0,5,0.1441798942,0.1402116402,0.1970899471,0.1137566138,23.917989418,26792.388664,53850.791005,,,,,,1294,10.8100004196167,39700,51833.34,455,0.40000000596046,6.71000003814697,1.02999997138977,25.1000003814697,2.31999993324279,71.0400009155273,96.8199996948242,12.6800003051757,0.17600000000000002,12.4899997711181,0.6732804233,0.6732804233,0.3242857143,0.1031746032
36,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.0353,0.1235,0.0431,0.0,0.0,0.0,0.1275,0.0,0.0,0.0863,0.0353,0.0078,0.0569,0.0431,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0059,0.0686,0.0,0.0,0.0196,0.0,0.0608,0.0686,0.0,0.0451,0.0,0.0,0.1667,,,470,20,21,17,,,,585,27,28,24,,0.4848,0.4848,1170,1170,,,528,24,25,21,,0.5708,0.5571,0.8748768473,0.4917,0.4971,0.420091324201,0.226171243942,24411,,,,,13905,,,,14167,,,,20173,,,,14843,,,,16338,,,,17639,,,,19690,,,,19194,,,,16391,12760,,,,268,,,,103,,,,40,,,,40,,,,46,,,,39,25780,,,,,,,,,,,,,,28000,30700,32300,35600,36100,7710,19,11,13,1,1,,1,1,0,1,0,0,12463,1,21,8343,1,3,3,0.6667,5,0.1665024631,0.1527093596,0.1586206897,0.1507389163,21.02364532,17058.650685,57173.946798,,,,,,2251,10.9300003051757,43813,59047.15,955,0.15999999642372,7.92000007629394,0.75999999046325,19.2999992370605,2.07999992370605,77.8000030517578,97.0899963378906,15.8400001525878,0.0874,9.34000015258789,0.8561576355,0.6827586207,0.3252375924,0.039408867
38,0,0,0,1,2,1,0,1,0,1,1,0,1,1,2,2,2,2,0,0,0,1,0,0,2,0,1,1,0,1,0,1,1,0,2,0,0,1,,0.0,0.0,0.0,0.0493,0.2118,0.0571,0.0,0.0145,0.0,0.1103,0.0,0.0,0.0213,0.0193,0.0097,0.1209,0.0155,0.028999999999999998,0.0,0.0,0.0,0.0068,0.0,0.0,0.0174,0.0,0.0677,0.0155,0.0,0.0213,0.0,0.0251,0.0522,0.0,0.0696,0.0,0.0,0.0658,510,500,,20,19,17,,610,580,,25,27,24,,0.6434,0.6434,1134,1134,560,540,,23,23,21,,0.5765,0.7541,0.8513931889,0.4571,0.4517,0.435969868173,0.214450422752,18712,,,,,10474,,,,10803,,,,15433,,,,11496,,,,11913,,,,12295,,,,15060,,,,14573,,,,12557,10142,,,,844,,,,274,,,,169,,,,130,,,,142,,,,129,18452,,,,,,,,,,,,,,32100,33700,36300,37300,42800,7898,18,13,13,1,1,,1,1,0,1,0,0,7977,1,13,7591,1,3,3,1.0,5,0.1342879257,0.1582817337,0.161377709,0.145123839,21.425309598,22564.4447,52721.785217,,,,,,5741,10.75,39436,48189.09,2285,0.18999999761581,5.98000001907348,0.55000001192092,13.2200002670288,2.04999995231628,83.7600021362304,97.5500030517578,11.1599998474121,0.1087,11.0699996948242,0.8320433437,0.6013931889,0.36326024,0.0537925697
40,0,0,0,1,2,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,,0.0,0.0,0.0,0.1387,0.1581,0.0323,0.0,0.0097,0.0,0.0355,0.0,0.0,0.0129,0.0065,0.0129,0.1806,0.0032,0.0,0.0,0.1452,0.0,0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0645,0.0355,0.0,0.0484,0.0581,0.0,0.0258,410,532,,16,15,15,,440,570,,22,24,20,,0.6589,0.6589,999,999,425,551,,19,20,18,,0.6965,0.6901,0.9133089133,0.4755,0.4736,0.227876106195,0.246511627907,36361,,,25548,,,,25369,,,,27035,,,,24898,,,,25448,,,,25896,,,,27754,,,,28505,,,,,26293,,19732,,262,,,,92,,,,47,,,,35,,,,43,,,,45,,,19732,,,,,,,,,,,,,,25800,29400,32400,35900,37400,4970,22,11,10,2,2,,1,1,0,1,0,0,8484,1,12,14766,1,3,3,0.7386,5,0.126984127,0.1575091575,0.1709401709,0.1123321123,21.73015873,16898.14966,50868.943834,,,,,,1569,10.9600000381469,36829,60906.45,742,0.12999999523162,8.6899995803833,3.17000007629394,34.9099998474121,10.0100002288818,54.4000015258789,86.4499969482422,15.9300003051757,0.1497,10.619999885559,0.8205128205,0.5860805861,0.17623498,0.0427350427
43,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,,0.0,0.0,0.0012,0.033,0.1758,0.0659,0.0,0.0159,0.0,0.0549,0.0,0.0049,0.0183,0.0598,0.0049,0.3297,0.022000000000000002,0.0012,0.022000000000000002,0.0073,0.0,0.0037,0.0,0.0,0.0049,0.0024,0.0147,0.0,0.011000000000000001,0.0012,0.0,0.0293,0.0183,0.0,0.0317,0.0061,0.0,0.0598,552,520,500,23,24,21,,650,620,610,29,32,27,,0.8208,0.8208,1228,1228,601,570,555,26,28,24,,0.3323,0.3435,0.910046729,0.7636,0.7609,0.642857142857,0.061674008811,46474,,,24005,,,,24001,,,,31872,,,,23992,,,,25845,,,,26898,,,,31716,,,,31271,,,,,29207,,31650,,387,,,,65,,,,179,,,,29,,,,51,,,,63,,,31650,,,,,,,,,,,,,,45200,46500,50700,58100,59800,8888,17,14,14,2,2,,1,1,0,1,0,0,15332,1,21,19266,1,3,3,0.9848,5,0.4252336449,0.0806074766,0.1308411215,0.1448598131,21.151869159,34567.618182,108313.94042,,,,,,3524,11.079999923706,87745,69602.13,1773,0.12999999523162,10.9399995803833,1.69000005722045,14.6999998092651,3.25,80.9100036621093,94.6399993896484,20.5599994659423,0.0415,7.09999990463257,0.8714953271,0.6588785047,0.1380552221,0.0432242991
47,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.07,0.1166,0.0352,0.0,0.0447,0.0,0.0985,0.0,0.0972,0.0117,0.0,0.0068,0.2761,0.0059,0.0203,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0619,0.0,0.023,0.0,0.0036,0.0149,0.0,0.0307,0.0167,0.0,0.0303,0.0,0.0,0.0267,530,510,440,21,21,19,6,630,610,560,27,29,26,8,0.7931,0.7931,1186,1186,580,560,500,24,25,23,7,0.5538,0.5833,0.8833869239,0.4417,0.4213,0.389969293756,0.231211794319,19835,,,,,10941,,,,11238,,,,19804,,,,11749,,,,13737,,,,15810,,,,19610,,,,19428,,,,14871,8396,,,,1209,,,,373,,,,199,,,,217,,,,208,,,,212,16292,,,,,,,,,,,,,,35100,37300,42400,43300,46800,7239,16,16,13,1,1,,1,1,0,1,0,0,9758,1,12,9364,1,3,3,0.6146,5,0.1374062165,0.1612004287,0.1444801715,0.1316184352,21.947266881,24156.782051,52728.845016,,,,,,10035,10.8100004196167,36199,51919.71,3823,0.31999999284744,7.28000020980835,1.46000003814697,24.6800003051757,1.70000004768371,71.4300003051757,96.5,13.5699996948242,0.159,12.5,0.7993569132,0.6229367631,0.334257975,0.0619506967
48,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0,0.0926,0.2741,0.0593,0.0,0.0,0.0,0.0704,0.0,0.0074,0.0296,0.0,0.0037,0.1148,0.0111,0.0,0.0,0.037000000000000005,0.0,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0148,0.0,0.1148,0.0,0.0,0.1074,0.0,0.0,0.037000000000000005,505,510,,20,20,18,,595,590,,25,27,24,,0.6577,0.6577,1130,1130,550,550,,23,24,21,,0.7923,0.8983,0.9266055046,0.5864,0.5539999999999999,,0.16149068323,51969,,,16022,,,,16281,,,,24205,,,,17172,,,,17680,,,,18012,,,,23061,,,,20648,,,,,19718,,39464,,362,,,,110,,,,116,,,,32,,,,49,,,,55,,,39464,,,,,,,,,,,,,,34800,36000,44000,46600,51300,6672,21,11,12,2,2,,1,1,0,1,0,0,7604,1,12,12357,1,3,3,0.6667,5,0.2737003058,0.1452599388,0.1697247706,0.1636085627,19.902140673,18934.235294,79894.033639,,,,,,1252,10.9200000762939,61189,59048.32,787,0.12999999523162,9.76000022888183,1.75999999046325,22.5400009155273,4.75,72.6600036621093,93.8799972534179,17.2600002288818,0.0145,10.7600002288818,0.9480122324,0.6452599388,0.2516339869,
49,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,,0.0,0.0,0.0,0.1944,0.2778,0.0417,0.0,0.0,0.0,0.0417,0.0,0.0,0.0417,0.0,0.0,0.0,0.0833,0.0,0.0,0.1111,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.0,0.0,0.0,0.0,0.0417,,,,,,,,,,,,,,,0.3859,0.3859,,,,,,,,,,0.9232,0.8442,0.9480069324,0.2876,0.2844,,0.273333333333,21314,,,13821,,,,13948,,,,12813,,,,14657,,,,13551,,,,11341,,,,14696,,,,15771,,,,,13857,,11092,,110,,,,78,,,,4,,,,14,,,,7,,,,7,,,11092,,,,,,,,,,,,,,24900,23800,28700,26700,33700,5094,21,8,15,2,2,,1,1,0,1,0,0,3550,1,12,7563,1,3,3,0.6949,5,0.0311958406,0.1455805893,0.0710571924,0.0571923744,21.027729636,8628.3076923,27754.87695,,,,,,689,10.6800003051757,19890,46186.31,244,0.07000000029802,6.57999992370605,1.44000005722045,49.0499992370605,4.44000005722045,45.75,94.8099975585937,12.1899995803833,0.1167,16.2299995422363,0.8648180243,0.4610051993,0.4105058366,
50,0,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.0938,0.2891,0.0781,0.0,0.0234,0.0,0.0156,0.0,0.0,0.0156,0.0,0.0,0.0,0.0156,0.1406,0.0,0.0,0.0,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0,0.1094,0.0625,0.0,0.0703,0.0,0.0,0.0547,,,,,,,,,,,,,,,,,,,,,,,,,,0.8261,0.9506,0.7766393443,0.2353,0.3328,0.154205607477,0.231132075472,22514,,,16402,,,,16369,,,,,,,,15657,,,,16125,,,,17764,,,,,,,,,,,,,16386,,13571,,157,,,,148,,,,0,,,,7,,,,2,,,,0,,,13571,,,,,,,,,,,,,,24200,20900,25600,26300,23900,5861,21,8,11,2,2,,1,1,0,1,0,0,4288,1,32,8315,1,3,3,0.5789,5,0.0204918033,0.1516393443,0.1004098361,0.0450819672,21.151639344,11499.22449,27002.32377,,,,,,1208,10.6499996185302,18810,44867.28,182,0.11999999731779,6.01999998092651,1.07000005245208,52.1399993896484,4.71000003814697,43.0900001525878,94.6500015258789,10.4399995803833,0.1036,17.4099998474121,0.7991803279,0.4897540984,0.3980582524,0.0225409836
52,0,0,0,1,2,1,0,2,0,1,1,0,2,0,2,2,2,2,0,1,0,1,0,0,2,1,2,0,0,1,0,2,2,0,2,0,0,1,,0.0,0.0,0.0,0.0318,0.1783,0.0343,0.0,0.0495,0.0,0.0735,0.0041,0.0,0.0124,0.0,0.0078,0.0797,0.006999999999999999,0.0978,0.0,0.0714,0.0,0.0083,0.0,0.0,0.0177,0.0017,0.0504,0.0,0.0,0.0041,0.0,0.1147,0.073,0.0,0.0644,0.0,0.0,0.0182,490,470,,18,18,17,,580,565,,24,26,23,,0.8767,0.8767,1082,1082,535,518,,21,22,20,,0.6253,0.7833,0.861413485,0.4279,0.4076,0.357807652534,0.298609055934,19180,,,,,13119,,,,13235,,,,13934,,,,15233,,,,15483,,,,16068,,,,14311,,,,14781,,,,13313,8908,,,,1446,,,,1318,,,,10,,,,77,,,,33,,,,8,16708,,,,,,,,,,,,,,34300,35900,37500,38800,41100,6639,18,15,7,1,1,,1,1,0,1,0,0,6442,1,33,9399,4,3,3,0.5329999999999999,5,0.0849715678,0.1860276198,0.1413484972,0.0982940699,25.749796913,28393.096833,42757.394639,,,,,,13147,10.7600002288818,29641,49132.68,3729,0.57999998331069,7.36999988555908,1.07000005245208,34,2.81999993324279,62.0200004577636,95.6100006103515,12.9300003051757,0.3411,12.9899997711181,0.553696182,0.6510154346,0.3898457122,0.1696181966
53,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,,0.1111,0.0142,0.0,0.0567,0.2033,0.0142,0.0,0.0355,0.0,0.0307,0.0,0.2033,0.026000000000000002,0.0236,0.0,0.0709,0.0095,0.0,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0922,0.0189,0.0,0.052000000000000005,0.0,0.0,0.0,440,420,,17,16,16,,540,520,,27,30,30,,0.5182,0.5182,1119,1119,490,470,,22,23,23,,0.4744,0.5631,0.944486692,0.4242,0.4766,0.491452991453,0.17731629393,39383,,,34135,,,,34594,,,,,,,,36015,,,,36592,,,,36867,,,,35083,,,,35083,,,,,35353,,22170,,604,,,,291,,,,0,,,,94,,,,197,,,,22,,,22170,,,,,,,,,,,,,,34500,33900,39000,40100,42200,4810,19,14,10,2,2,,1,1,0,1,0,0,12498,1,32,15883,1,3,3,1.0,5,0.1376425856,0.1954372624,0.152851711,0.0988593156,19.723193916,6628.8356164,50928.444106,,,,,,2529,10.829999923706,35336,54155.29,1348,0.01999999955296,7.80999994277954,2.84999990463256,47.1599998474121,8.98999977111816,42.8499984741211,89.7399978637695,13.7700004577636,0.0999,14.4600000381469,0.944486692,0.6509505703,0.2306438468,
54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,,0.7323943662,,,,0.339622641509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35700,,51100,,,6136,32,6,5,2,2,,1,1,0,1,0,0,6508,1,13,14842,1,3,3,0.2,5,,0.2394366197,,,31.901408451,30810.631579,36311.690141,,,,,,266,10.9499998092651,29000,59896.36,0,0.75999999046325,8.23999977111816,3.1800000667572,16.7099990844726,9.05000019073486,73.2900009155273,91.0599975585937,15.8500003814697,0.8058,9.01000022888183,0.1971830986,0.2394366197,,0.4225352113
56,0,0,0,1,1,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,2,1,0,1,1,,0.0,0.0,0.0014,0.0218,0.1306,0.0123,0.0,0.0223,0.0,0.0285,0.0627,0.0499,0.0157,0.0043,0.009000000000000001,0.2384,0.0109,0.0233,0.009000000000000001,0.1201,0.0,0.0066,0.0237,0.0,0.0271,0.0076,0.01,0.0081,0.0043,0.0095,0.0119,0.0323,0.018000000000000002,0.0076,0.0313,0.0,0.0252,0.0166,,,,,,,,,,,,,,,0.8115,0.8115,,,,,,,,,,0.2243,0.2686,0.6147601476,0.2965,0.2684,0.211538461538,0.459276916965,19942,,,,,11410,,,,11691,,,,17373,,,,12337,,,,13760,,,,15338,,,,17412,,,,17458,,,,13819,8580,,,,588,,,,234,,,,86,,,,102,,,,92,,,,74,24762,,,,,,,,,,,,,,41500,41900,46300,44500,51200,9128,18,15,5,1,1,,2,1,0,1,0,0,11828,1,11,7253,1,3,3,0.484,8,0.1065190652,0.190897909,0.1576875769,0.0998769988,25.107503075,30535.316155,46723.651169,,,,,,10482,11.1599998474121,33525,72116.59,2666,0.43999999761581,8.28999996185302,4.26000022888183,4.17999982833862,5.09000015258789,73.6600036621093,91.75,15.9399995803833,0.4178,6.69999980926513,0.5035670357,0.5987699877,0.3891938746,0.1975399754
58,0,0,2,1,2,1,0,1,0,2,0,1,1,2,1,0,1,2,0,1,0,1,0,0,1,1,0,0,1,1,0,1,2,0,1,0,0,1,,0.0,0.0,0.0017,0.0346,0.0951,0.013000000000000001,0.0,0.0138,0.0268,0.0311,0.0449,0.0977,0.013000000000000001,0.0061,0.0156,0.1685,0.0035,0.0804,0.0026,0.0743,0.0,0.0035,0.0424,0.0,0.0475,0.0251,0.0,0.0156,0.0017,0.0259,0.0138,0.0233,0.0337,0.0009,0.0216,0.0,0.0017,0.0207,530,520,450,18,17,18,6,640,630,570,25,25,25,8,0.7611,0.7611,1128,1128,585,575,510,22,21,22,7,0.2277,0.2791,0.643458731,0.3154,0.3082,0.257328990228,0.399293286219,18510,,,,,9366,,,,9331,,,,15378,,,,9218,,,,10928,,,,11948,,,,14450,,,,13319,,,,11297,6657,,,,254,,,,100,,,,39,,,,31,,,,52,,,,32,20218,,,,,,,,,,,,,,36500,36800,40400,41600,45100,9584,16,13,5,1,1,,2,1,0,1,0,0,17922,1,23,8210,1,3,3,0.6066,8,0.120157215,0.1909039865,0.1633913532,0.1089275688,25.450308815,31125.387302,48958.06457,,,,,,4657,11.039999961853,35967,65084.81,1308,0.36000001430511,8.89000034332275,2.49000000953674,4.67999982833862,4.67999982833862,69.3499984741211,93.3899993896484,14.9799995422363,0.452,8.44999980926513,0.4693992139,0.5940482875,0.3988326848,0.2504211117
60,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,,0.0,0.0,0.0,0.0476,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.1667,0.0714,0.1905,0.0,0.0,0.0,0.0,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,,,390,,,,,,,520,,,,,0.8425,0.8425,,,,,455,,,,,0.4881,0.6811,0.8424657534,0.5556,0.5455,0.54,0.227272727273,34990,,,18593,,,,18330,,,,27676,,,,14640,,,,21435,,,,23134,,,,25075,,,,23775,,,,,20717,,20760,,25,,,,14,,,,2,,,,1,,,,4,,,,4,,,20760,,,,,,,,,,,,,,37500,39500,41000,48800,45300,5467,20,7,7,2,2,,2,1,0,1,0,0,13107,1,11,13127,1,3,3,0.5692,8,0.1301369863,0.1575342466,0.1575342466,0.1369863014,25.582191781,36289.358209,59045.794521,,,,,,283,11.119999885559,38810,70542.98,69,0.43000000715255,9.1899995803833,4.1100001335144,4.44999980926513,6.88999986648559,73.1299972534179,91.3300018310547,16.9300003051757,0.4358,7.05000019073486,0.5410958904,0.6301369863,,0.1575342466
72,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0156,0.005,0.0747,0.2901,0.0309,0.0,0.049,0.0,0.0414,0.0032,0.1151,0.0165,0.016,0.0088,0.0121,0.0073,0.0,0.0085,0.0,0.0,0.0136,0.0,0.0,0.0633,0.0115,0.0009,0.0,0.0059,0.0122,0.0,0.0446,0.0,0.0,0.0915,0.0,0.0,0.0624,570,560,,22,21,22,,670,690,,29,29,28,,0.8478,0.8131,1240,1222,620,625,,26,25,25,,0.3652,0.3488,0.7940918076,0.6904,0.66,0.593534246575,0.176646057056,25621,,,,,7300,,,,7705,,,,18901,,,,8466,,,,10906,,,,13994,,,,18075,,,,16814,,,,11644,10822,,,,2937,,,,1073,,,,509,,,,571,,,,451,,,,333,28336,,,,,,,,,,,,,,42200,43300,48800,50400,55500,11451,15,16,15,1,1,,4,1,0,1,0,0,14979,1,12,20364,11,3,3,0.7766,6,0.153058423,0.1718097957,0.1433395563,0.1075938941,24.7478311,32459.102437,56365.776329,,,,,,42529,11.0900001525878,35851.5,69074.33,16007,0.25,9.53999996185302,2.90000009536743,3.49000000953674,19.2000007629394,78.7600021362304,86.9599990844726,18.2299995422363,0.1063,7.71000003814697,0.5695695146,0.5568306611,0.3813179205,0.1507797057
74,1,2,2,1,2,2,0,2,0,2,1,2,1,1,1,2,2,1,2,1,0,1,0,0,2,1,0,0,2,2,0,2,1,2,2,0,0,1,,0.0179,0.0207,0.0082,0.1007,0.1578,0.051,0.0,0.0435,0.0,0.038,0.0042,0.0792,0.0164,0.0157,0.0189,0.0819,0.0076,0.0232,0.0079,0.0,0.0,0.0129,0.0,0.0,0.0732,0.0133,0.0053,0.0,0.0092,0.0222,0.0,0.065,0.0071,0.0012,0.0683,0.0,0.0,0.0298,540,530,,21,20,20,,650,660,,28,27,27,,0.8442,0.8442,1198,1198,595,595,,25,24,24,,0.3749,0.3515,0.7928390975,0.6448,0.6399,0.530620632963,0.127267138026,26712,,,,,10234,,,,10590,,,,21208,,,,11307,,,,13008,,,,14756,,,,20644,,,,19862,,,,14553,12467,,,,2203,,,,749,,,,417,,,,373,,,,363,,,,301,36366,,,,,,,,,,,,,,41800,43500,48100,49200,56000,11147,15,15,11,1,1,,4,1,0,1,0,0,13573,1,11,15599,2,3,3,0.7625,6,0.2168307344,0.1628190609,0.1423468943,0.1145570172,21.308737695,20696.187131,69476.758167,,,,,,33509,10.9899997711181,43043,64708.31,11899,0.17000000178813,11.4300003051757,3.15000009536743,3.34999990463256,22.5200004577636,77.5100021362304,86.4300003051757,18.2199993133544,0.0913,9.28999996185302,0.8375294015,0.5628539071,0.3140729569,0.0440804948
