dev-category,VARIABLE NAME,developer-friendly name,API data type,NAME OF DATA ELEMENT,VALUE,LABEL,SOURCE,NOTES
completion,LO_INC_DEATH_YR6_RT,title_iv.low_inc.died_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who died within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,LO_INC_COMP_2YR_TRANS_YR4_RT,title_iv.low_inc.transf_completed_2yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_COMP_2YR_TRANS_YR6_RT,title_iv.low_inc.transf_completed_2yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_ENRL_2YR_TRANS_YR4_RT,title_iv.low_inc.transf_still_enrolled_2yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_ENRL_2YR_TRANS_YR6_RT,title_iv.low_inc.transf_still_enrolled_2yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_UNKN_2YR_TRANS_YR4_RT,title_iv.low_inc.transf_unknown_2yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_UNKN_2YR_TRANS_YR6_RT,title_iv.low_inc.transf_unknown_2yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_WDRAW_2YR_TRANS_YR4_RT,title_iv.low_inc.transf_withdrawn_2yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_WDRAW_2YR_TRANS_YR6_RT,title_iv.low_inc.transf_withdrawn_2yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_COMP_4YR_TRANS_YR4_RT,title_iv.low_inc.transf_completed_4yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_COMP_4YR_TRANS_YR6_RT,title_iv.low_inc.transf_completed_4yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_ENRL_4YR_TRANS_YR4_RT,title_iv.low_inc.transf_still_enrolled_4yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_ENRL_4YR_TRANS_YR6_RT,title_iv.low_inc.transf_still_enrolled_4yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_UNKN_4YR_TRANS_YR4_RT,title_iv.low_inc.transf_unknown_4yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_UNKN_4YR_TRANS_YR6_RT,title_iv.low_inc.transf_unknown_4yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_WDRAW_4YR_TRANS_YR4_RT,title_iv.low_inc.transf_withdrawn_4yr_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_WDRAW_4YR_TRANS_YR6_RT,title_iv.low_inc.transf_withdrawn_4yr_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_ENRL_ORIG_YR4_RT,title_iv.low_inc.still_enrolled_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_ENRL_ORIG_YR6_RT,title_iv.low_inc.still_enrolled_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_UNKN_ORIG_YR4_RT,title_iv.low_inc.unknown_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,LO_INC_UNKN_ORIG_YR6_RT,title_iv.low_inc.unknown_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,LO_INC_WDRAW_ORIG_YR4_RT,title_iv.low_inc.withdrawn_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 4 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_WDRAW_ORIG_YR6_RT,title_iv.low_inc.withdrawn_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_COMP_ORIG_YR4_RT,title_iv.mid_inc.completed_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,MD_INC_COMP_ORIG_YR6_RT,title_iv.mid_inc.completed_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,MD_INC_DEATH_YR4_RT,title_iv.mid_inc.died_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,MD_INC_DEATH_YR6_RT,title_iv.mid_inc.died_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,MD_INC_COMP_2YR_TRANS_YR4_RT,title_iv.mid_inc.transf_completed_2yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_COMP_2YR_TRANS_YR6_RT,title_iv.mid_inc.transf_completed_2yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_ENRL_2YR_TRANS_YR4_RT,title_iv.mid_inc.transf_still_enrolled_2yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_ENRL_2YR_TRANS_YR6_RT,title_iv.mid_inc.transf_still_enrolled_2yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_UNKN_2YR_TRANS_YR4_RT,title_iv.mid_inc.transf_unknown_2yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_UNKN_2YR_TRANS_YR6_RT,title_iv.mid_inc.transf_unknown_2yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_WDRAW_2YR_TRANS_YR4_RT,title_iv.mid_inc.transf_withdrawn_2yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_WDRAW_2YR_TRANS_YR6_RT,title_iv.mid_inc.transf_withdrawn_2yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_COMP_4YR_TRANS_YR4_RT,title_iv.mid_inc.transf_completed_4yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_COMP_4YR_TRANS_YR6_RT,title_iv.mid_inc.transf_completed_4yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_ENRL_4YR_TRANS_YR4_RT,title_iv.mid_inc.transf_still_enrolled_4yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_ENRL_4YR_TRANS_YR6_RT,title_iv.mid_inc.transf_still_enrolled_4yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_UNKN_4YR_TRANS_YR4_RT,title_iv.mid_inc.transf_unknown_4yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_UNKN_4YR_TRANS_YR6_RT,title_iv.mid_inc.transf_unknown_4yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_WDRAW_4YR_TRANS_YR4_RT,title_iv.mid_inc.transf_withdrawn_4yr_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_WDRAW_4YR_TRANS_YR6_RT,title_iv.mid_inc.transf_withdrawn_4yr_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_ENRL_ORIG_YR4_RT,title_iv.mid_inc.still_enrolled_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_ENRL_ORIG_YR6_RT,title_iv.mid_inc.still_enrolled_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 6 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_UNKN_ORIG_YR4_RT,title_iv.mid_inc.unknown_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,MD_INC_UNKN_ORIG_YR6_RT,title_iv.mid_inc.unknown_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,MD_INC_WDRAW_ORIG_YR4_RT,title_iv.mid_inc.withdrawn_by.4yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 4 years",(blank),(blank),NSLDS,(blank)
completion,MD_INC_WDRAW_ORIG_YR6_RT,title_iv.mid_inc.withdrawn_by.6yrs,float,"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 6 years",(blank),(blank),NSLDS,(blank)
completion,WDRAW_ORIG_YR2_RT,title_iv.withdrawn_by.2yrs,float,Percent withdrawn from original institution within 2 years,(blank),(blank),NSLDS,(blank)
cost,COSTT4_A,attendance.academic_year,integer,Average cost of attendance (academic year institutions),(blank),(blank),IPEDS,"The average annual total cost of attendance, including tuition and fees, books and supplies, and living expenses for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is calculated from values in the IPEDS Institutional Characteristics and Student Financial Aid components. Separate metrics are calculated for academic-year institutions and program-year institutions. For academic-year institutions, average cost of attendance represents an average of all programs and includes only full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), average cost of attendance represents the program with the largest enrollment at the institution, and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. For programs less than 1 year in length (see LProgram), this represents the cost for the full program."
cost,COSTT4_P,attendance.program_year,integer,Average cost of attendance (program-year institutions),(blank),(blank),IPEDS,ibid
cost,NPT41_OTHER,net_price.other_acad_calendar.by_income_level.0-30000,integer,"Average net price for $0-$30,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT41_PRIV,net_price.private.by_income_level.0-30000,integer,"Average net price for $0-$30,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT41_PROG,net_price.program_reporter.by_income_level.0-30000,integer,"Average net price for $0-$30,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT41_PUB,net_price.public.by_income_level.0-30000,integer,"Average net price for $0-$30,000 family income (public institutions)",(blank),(blank),IPEDS,"Shown/used on consumer website;    The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid, by detailed income category. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of  the following five income categories: $0-$30,000; $30,001-$48,000; $48,001-$75,000; $75,001-$110,000; $110,001 or more. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, net price represents an average of all programs and includes only full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), net price represents the program with the largest enrollment at the institution and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. For programs less than 1 year in length (see LProgram), this represents the net price for the full program. The total cost of attendance depends on whether full-time, first-time, degree/certificate-seeking undergraduates live on campus, off campus (not with family), or off campus (with family). Income categories are calculated from the income values used by the institution to calculate financial aid eligibility. For a dependent student, this includes the student's and the parents' income. For an independent student, this includes the student's adjusted gross income and, if the student is married, the spouse's income. This metric is not available prior to the 2009-10 academic year."
cost,NPT4_048_OTHER,net_price.other_acad_calendar.by_income_level.0-48000,integer,"Average net price for $0-$48,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_048_PRIV,net_price.private.by_income_level.0-48000,integer,"Average net price for $0-$48,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_048_PROG,net_price.program_reporter.by_income_level.0-48000,integer,"Average net price for $0-$48,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_048_PUB,net_price.public.by_income_level.0-48000,integer,"Average net price for $0-$48,000 family income (public institutions)",(blank),(blank),IPEDS,"The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid, by detailed income category. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of the following three aggregated income categories: $0-$48,000; $48,001-$75,000; $75,001 or more. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, net price represents an average of all programs and includes only full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), net price represents the program with the largest enrollment at the institution and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. For programs less than 1 year in length (see LProgram), this represents the net price for the full program. The total cost of attendance depends on whether full-time, first-time, degree/certificate-seeking undergraduates live on campus, off campus (not with family), or off campus (with family). Income categories are calculated from the income values used by the institution to calculate financial aid eligibility. For a dependent student, this includes the student's and the parents' income. For an independent student, this includes the student's adjusted gross income and, if the student is married, the spouse's income. This metric is not available prior to the 2009-10 academic year."
cost,NPT45_OTHER,net_price.other_acad_calendar.by_income_level.110001-plus,integer,"Average net price for $110,000+ family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT45_PRIV,net_price.private.by_income_level.110001-plus,integer,"Average net price for $110,000+ family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT45_PROG,net_price.program_reporter.by_income_level.110001-plus,integer,"Average net price for $110,000+ family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT45_PUB,net_price.public.by_income_level.110001-plus,integer,"Average net price for $110,000+ family income (public institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT42_OTHER,net_price.other_acad_calendar.by_income_level.30001-48000,integer,"Average net price for $30,001-$48,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT42_PRIV,net_price.private.by_income_level.30001-48000,integer,"Average net price for $30,001-$48,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT42_PROG,net_price.program_reporter.by_income_level.30001-48000,integer,"Average net price for $30,001-$48,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT42_PUB,net_price.public.by_income_level.30001-48000,integer,"Average net price for $30,001-$48,000 family income (public institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT4_3075_OTHER,net_price.other_acad_calendar.by_income_level.30001-75000,integer,"Average net price for $30,001-$75,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_3075_PRIV,net_price.private.by_income_level.30001-75000,integer,"Average net price for $30,001-$75,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_3075_PROG,net_price.program_reporter.by_income_level.30001-75000,integer,"Average net price for $30,001-$75,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_3075_PUB,net_price.public.by_income_level.30001-75000,integer,"Average net price for $30,001-$75,000 family income (public institutions)",(blank),(blank),IPEDS,ibid
cost,NPT43_OTHER,net_price.other_acad_calendar.by_income_level.48001-75000,integer,"Average net price for $48,001-$75,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT43_PRIV,net_price.private.by_income_level.48001-75000,integer,"Average net price for $48,001-$75,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT43_PROG,net_price.program_reporter.by_income_level.48001-75000,integer,"Average net price for $48,001-$75,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT43_PUB,net_price.public.by_income_level.48001-75000,integer,"Average net price for $48,001-$75,000 family income (public institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT4_75UP_OTHER,net_price.other_acad_calendar.by_income_level.75000-plus,integer,"Average net price for $75,000+ family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_75UP_PRIV,net_price.private.by_income_level.75000-plus,integer,"Average net price for $75,000+ family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_75UP_PROG,net_price.program_reporter.by_income_level.75000-plus,integer,"Average net price for $75,000+ family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT4_75UP_PUB,net_price.public.by_income_level.75000-plus,integer,"Average net price for $75,000+ family income (public institutions)",(blank),(blank),IPEDS,ibid
cost,NPT44_OTHER,net_price.other_acad_calendar.by_income_level.75001-110000,integer,"Average net price for $75,001-$110,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NPT44_PRIV,net_price.private.by_income_level.75001-110000,integer,"Average net price for $75,001-$110,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT44_PROG,net_price.program_reporter.by_income_level.75001-110000,integer,"Average net price for $75,001-$110,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NPT44_PUB,net_price.public.by_income_level.75001-110000,integer,"Average net price for $75,001-$110,000 family income (public institutions)",(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT4_PROG,avg_net_price.program_year,integer,Average net price for the largest program at the institution for program-year institutions,(blank),(blank),IPEDS,ibid
cost,NPT4_OTHER,avg_net_price.other_academic_year,integer,"Average net price for the largest program at the institution for schools on ""other"" academic year calendars",(blank),(blank),IPEDS,ibid
cost,NPT4_PRIV,avg_net_price.private,integer,Average net price for Title IV institutions (private for-profit and nonprofit institutions),(blank),(blank),IPEDS,Shown/used on consumer website;    ibid
cost,NPT4_PUB,avg_net_price.public,integer,Average net price for Title IV institutions (public institutions),(blank),(blank),IPEDS,"Shown/used on consumer website;    The average annual total cost of attendance (CostT4_A, CostT4_P), including tuition and fees, books and supplies, and living expenses, minus the average grant/scholarship aid. It is calculated for all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. It is included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. The total cost of attendance depends on whether full-time, first-time, degree/certificate-seeking undergraduates live on campus, off campus (not with family), or off campus (with family). For academic-year institutions, net price represents an average of all programs and includes only full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), net price represents the program with the largest enrollment at the institution and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. For programs less than 1 year in length (see LProgram), this represents the net price for the full program. This metric is not available prior to the 2009-10 academic year."
cost,TUITIONFEE_IN,tuition.in_state,integer,In-state tuition and fees,(blank),(blank),IPEDS,(blank)
cost,NUM4_OTHER,title_iv.academic_year,integer,Number of Title IV students (other academic calendar institutions),(blank),(blank),IPEDS,ibid
cost,NUM4_PRIV,title_iv.private.all,integer,Number of Title IV students (private for-profit and nonprofit institutions),(blank),(blank),IPEDS,ibid
cost,NUM4_PROG,title_iv.program_year,integer,Number of Title IV students (program-year institutions),(blank),(blank),IPEDS,ibid
cost,NUM4_PUB,title_iv.public.all,integer,Number of Title IV students (public institutions),(blank),(blank),IPEDS,"The number of full-time, first-time, degree/certificate-seeking undergraduates who received Title IV aid (http://nces.ed.gov/ipeds/glossary/index.asp?searchtype=term&keyword=title+iv+aid), included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, this metric includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), this metric represents the program with the largest enrollment at the institution, and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. This metric is not available prior to the 2009-10 academic year."
cost,NUM41_OTHER,title_iv.other_acad_calendar.by_income_level.0-30000,integer,"Number of Title IV students, $0-$30,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NUM41_PRIV,title_iv.private.by_income_level.0-30000,integer,"Number of Title IV students, $0-$30,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NUM41_PROG,title_iv.program_reporter.by_income_level.0-30000,integer,"Number of Title IV students, $0-$30,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NUM41_PUB,title_iv.public.by_income_level.0-30000,integer,"Number of Title IV students, $0-$30,000 family income (public institutions)",(blank),(blank),IPEDS,"The number of full-time, first-time, degree/certificate-seeking undergraduates who received Title IV aid (see NUM4_PUB, NUM4_PRIV), by income category, included in the IPEDS Student Financial Aid component. Separate metrics are calculated for public institutions and private institutions for each of the following five income categories: $0-$30,000; $30,001-$48,000; $48,001-$75,000; $75,001-$110,000; $110,001 or more. For public institutions, this metric is limited to full-time, first-time, degree/certificate-seeking undergraduates who pay in-state tuition and receive Title IV aid. For private institutions, it includes all full-time, first-time, degree/certificate-seeking undergraduates who receive Title IV aid. For academic-year institutions, this metric includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled in the fall term. For non-academic-year institutions (program or continuous enrollment), this metric represents the program with the largest enrollment at the institution, and it includes full-time, first-time, degree/certificate-seeking undergraduates who first enrolled at any time during the academic year. This metric is not available prior to the 2009-10 academic year."
cost,NUM45_OTHER,title_iv.other_acad_calendar.by_income_level.110001-plus,integer,"Number of Title IV students, $110,000+ family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NUM45_PRIV,title_iv.private.by_income_level.110001-plus,integer,"Number of Title IV students, $110,000+ family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NUM45_PROG,title_iv.program_reporter.by_income_level.110001-plus,integer,"Number of Title IV students, $110,000+ family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NUM45_PUB,title_iv.public.by_income_level.110001-plus,integer,"Number of Title IV students, $110,000+ family income (public institutions)",(blank),(blank),IPEDS,ibid
cost,NUM42_OTHER,title_iv.other_acad_calendar.by_income_level.30001-48000,integer,"Number of Title IV students, $30,001-$48,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NUM42_PRIV,title_iv.private.by_income_level.30001-48000,integer,"Number of Title IV students, $30,001-$48,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NUM42_PROG,title_iv.program_reporter.by_income_level.30001-48000,integer,"Number of Title IV students, $30,001-$48,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NUM42_PUB,title_iv.public.by_income_level.30001-48000,integer,"Number of Title IV students, $30,001-$48,000 family income (public institutions)",(blank),(blank),IPEDS,ibid
cost,NUM43_OTHER,title_iv.other_acad_calendar.by_income_level.48001-75000,integer,"Number of Title IV students, $48,001-$75,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
cost,NUM43_PRIV,title_iv.private.by_income_level.48001-75000,integer,"Number of Title IV students, $48,001-$75,000 family income (private for-profit and nonprofit institutions)",(blank),(blank),IPEDS,ibid
cost,NUM43_PROG,title_iv.program_reporter.by_income_level.48001-75000,integer,"Number of Title IV students, $48,001-$75,000 family income (program-year institutions)",(blank),(blank),IPEDS,ibid
cost,NUM43_PUB,title_iv.public.by_income_level.48001-75000,integer,"Number of Title IV students, $48,001-$75,000 family income (public institutions)",(blank),(blank),IPEDS,ibid
cost,NUM44_OTHER,title_iv.other_acad_calendar.by_income_level.75001-110000,integer,"Number of Title IV students, $75,001-$110,000 family income (other academic calendar institutions)",(blank),(blank),IPEDS,ibid
